---------------------------
|         n |  n log_2(n) |
|     15613 |  217496.3 |
|     15614 |  217511.6 |
|     15615 |  217527.0 |
|     15616 |  217542.4 |
|     15617 |  217557.8 |
|     15618 |  217573.1 |
|     15619 |  217588.5 |
|     15620 |  217603.9 |
|     15621 |  217619.3 |
|     15622 |  217634.6 |
|     15623 |  217650.0 |
|     15624 |  217665.4 |
|     15625 |  217680.8 |
|     15626 |  217696.1 |
|     15627 |  217711.5 |
|     15628 |  217726.9 |
|     15629 |  217742.3 |
|     15630 |  217757.6 |
|     15631 |  217773.0 |
|     15632 |  217788.4 |
|     15633 |  217803.8 |
|     15634 |  217819.1 |
|     15635 |  217834.5 |
|     15636 |  217849.9 |
|     15637 |  217865.3 |
|     15638 |  217880.6 |
|     15639 |  217896.0 |
|     15640 |  217911.4 |
|     15641 |  217926.8 |
|     15642 |  217942.1 |
|     15643 |  217957.5 |
|     15644 |  217972.9 |
|     15645 |  217988.3 |
|     15646 |  218003.6 |
|     15647 |  218019.0 |
|     15648 |  218034.4 |
|     15649 |  218049.8 |
|     15650 |  218065.1 |
|     15651 |  218080.5 |
|     15652 |  218095.9 |
|     15653 |  218111.3 |
|     15654 |  218126.7 |
|     15655 |  218142.0 |
|     15656 |  218157.4 |
|     15657 |  218172.8 |
|     15658 |  218188.2 |
|     15659 |  218203.5 |
|     15660 |  218218.9 |
|     15661 |  218234.3 |
|     15662 |  218249.7 |
|     15663 |  218265.0 |
|     15664 |  218280.4 |
|     15665 |  218295.8 |
|     15666 |  218311.2 |
|     15667 |  218326.6 |
|     15668 |  218341.9 |
|     15669 |  218357.3 |
|     15670 |  218372.7 |
|     15671 |  218388.1 |
|     15672 |  218403.5 |
|     15673 |  218418.8 |
|     15674 |  218434.2 |
|     15675 |  218449.6 |
|     15676 |  218465.0 |
|     15677 |  218480.3 |
|     15678 |  218495.7 |
|     15679 |  218511.1 |
|     15680 |  218526.5 |
|     15681 |  218541.9 |
|     15682 |  218557.2 |
|     15683 |  218572.6 |
|     15684 |  218588.0 |
|     15685 |  218603.4 |
|     15686 |  218618.8 |
|     15687 |  218634.1 |
|     15688 |  218649.5 |
|     15689 |  218664.9 |
|     15690 |  218680.3 |
|     15691 |  218695.7 |
|     15692 |  218711.0 |
|     15693 |  218726.4 |
|     15694 |  218741.8 |
|     15695 |  218757.2 |
|     15696 |  218772.6 |
|     15697 |  218787.9 |
|     15698 |  218803.3 |
|     15699 |  218818.7 |
|     15700 |  218834.1 |
|     15701 |  218849.5 |
|     15702 |  218864.9 |
|     15703 |  218880.2 |
|     15704 |  218895.6 |
|     15705 |  218911.0 |
|     15706 |  218926.4 |
|     15707 |  218941.8 |
|     15708 |  218957.1 |
|     15709 |  218972.5 |
|     15710 |  218987.9 |
|     15711 |  219003.3 |
|     15712 |  219018.7 |
|     15713 |  219034.1 |
|     15714 |  219049.4 |
|     15715 |  219064.8 |
|     15716 |  219080.2 |
|     15717 |  219095.6 |
|     15718 |  219111.0 |
|     15719 |  219126.3 |
|     15720 |  219141.7 |
|     15721 |  219157.1 |
|     15722 |  219172.5 |
|     15723 |  219187.9 |
|     15724 |  219203.3 |
|     15725 |  219218.6 |
|     15726 |  219234.0 |
|     15727 |  219249.4 |
|     15728 |  219264.8 |
|     15729 |  219280.2 |
|     15730 |  219295.6 |
|     15731 |  219310.9 |
|     15732 |  219326.3 |
|     15733 |  219341.7 |
|     15734 |  219357.1 |
|     15735 |  219372.5 |
|     15736 |  219387.9 |
|     15737 |  219403.3 |
|     15738 |  219418.6 |
|     15739 |  219434.0 |
|     15740 |  219449.4 |
|     15741 |  219464.8 |
|     15742 |  219480.2 |
|     15743 |  219495.6 |
|     15744 |  219510.9 |
|     15745 |  219526.3 |
|     15746 |  219541.7 |
|     15747 |  219557.1 |
|     15748 |  219572.5 |
|     15749 |  219587.9 |
|     15750 |  219603.3 |
|     15751 |  219618.6 |
|     15752 |  219634.0 |
|     15753 |  219649.4 |
|     15754 |  219664.8 |
|     15755 |  219680.2 |
|     15756 |  219695.6 |
|     15757 |  219711.0 |
|     15758 |  219726.4 |
|     15759 |  219741.7 |
|     15760 |  219757.1 |
|     15761 |  219772.5 |
|     15762 |  219787.9 |
|     15763 |  219803.3 |
|     15764 |  219818.7 |
|     15765 |  219834.1 |
|     15766 |  219849.4 |
|     15767 |  219864.8 |
|     15768 |  219880.2 |
|     15769 |  219895.6 |
|     15770 |  219911.0 |
|     15771 |  219926.4 |
|     15772 |  219941.8 |
|     15773 |  219957.2 |
|     15774 |  219972.5 |
|     15775 |  219987.9 |
|     15776 |  220003.3 |
|     15777 |  220018.7 |
|     15778 |  220034.1 |
|     15779 |  220049.5 |
|     15780 |  220064.9 |
|     15781 |  220080.3 |
|     15782 |  220095.7 |
|     15783 |  220111.0 |
|     15784 |  220126.4 |
|     15785 |  220141.8 |
|     15786 |  220157.2 |
|     15787 |  220172.6 |
|     15788 |  220188.0 |
|     15789 |  220203.4 |
|     15790 |  220218.8 |
|     15791 |  220234.2 |
|     15792 |  220249.5 |
|     15793 |  220264.9 |
|     15794 |  220280.3 |
|     15795 |  220295.7 |
|     15796 |  220311.1 |
|     15797 |  220326.5 |
|     15798 |  220341.9 |
|     15799 |  220357.3 |
|     15800 |  220372.7 |
|     15801 |  220388.1 |
|     15802 |  220403.4 |
|     15803 |  220418.8 |
|     15804 |  220434.2 |
|     15805 |  220449.6 |
|     15806 |  220465.0 |
|     15807 |  220480.4 |
|     15808 |  220495.8 |
|     15809 |  220511.2 |
|     15810 |  220526.6 |
|     15811 |  220542.0 |
|     15812 |  220557.4 |
|     15813 |  220572.7 |
|     15814 |  220588.1 |
|     15815 |  220603.5 |
|     15816 |  220618.9 |
|     15817 |  220634.3 |
|     15818 |  220649.7 |
|     15819 |  220665.1 |
|     15820 |  220680.5 |
|     15821 |  220695.9 |
|     15822 |  220711.3 |
|     15823 |  220726.7 |
|     15824 |  220742.1 |
|     15825 |  220757.5 |
|     15826 |  220772.8 |
|     15827 |  220788.2 |
|     15828 |  220803.6 |
|     15829 |  220819.0 |
|     15830 |  220834.4 |
|     15831 |  220849.8 |
|     15832 |  220865.2 |
|     15833 |  220880.6 |
|     15834 |  220896.0 |
|     15835 |  220911.4 |
|     15836 |  220926.8 |
|     15837 |  220942.2 |
|     15838 |  220957.6 |
|     15839 |  220973.0 |
|     15840 |  220988.3 |
|     15841 |  221003.7 |
|     15842 |  221019.1 |
|     15843 |  221034.5 |
|     15844 |  221049.9 |
|     15845 |  221065.3 |
|     15846 |  221080.7 |
|     15847 |  221096.1 |
|     15848 |  221111.5 |
|     15849 |  221126.9 |
|     15850 |  221142.3 |
|     15851 |  221157.7 |
|     15852 |  221173.1 |
|     15853 |  221188.5 |
|     15854 |  221203.9 |
|     15855 |  221219.3 |
|     15856 |  221234.7 |
|     15857 |  221250.1 |
|     15858 |  221265.5 |
|     15859 |  221280.9 |
|     15860 |  221296.2 |
|     15861 |  221311.6 |
|     15862 |  221327.0 |
|     15863 |  221342.4 |
|     15864 |  221357.8 |
|     15865 |  221373.2 |
|     15866 |  221388.6 |
|     15867 |  221404.0 |
|     15868 |  221419.4 |
|     15869 |  221434.8 |
|     15870 |  221450.2 |
|     15871 |  221465.6 |
|     15872 |  221481.0 |
|     15873 |  221496.4 |
|     15874 |  221511.8 |
|     15875 |  221527.2 |
|     15876 |  221542.6 |
|     15877 |  221558.0 |
|     15878 |  221573.4 |
|     15879 |  221588.8 |
|     15880 |  221604.2 |
|     15881 |  221619.6 |
|     15882 |  221635.0 |
|     15883 |  221650.4 |
|     15884 |  221665.8 |
|     15885 |  221681.2 |
|     15886 |  221696.6 |
|     15887 |  221712.0 |
|     15888 |  221727.4 |
|     15889 |  221742.8 |
|     15890 |  221758.2 |
|     15891 |  221773.6 |
|     15892 |  221789.0 |
|     15893 |  221804.4 |
|     15894 |  221819.8 |
|     15895 |  221835.2 |
|     15896 |  221850.6 |
|     15897 |  221866.0 |
|     15898 |  221881.4 |
|     15899 |  221896.8 |
|     15900 |  221912.2 |
|     15901 |  221927.6 |
|     15902 |  221943.0 |
|     15903 |  221958.4 |
|     15904 |  221973.8 |
|     15905 |  221989.2 |
|     15906 |  222004.6 |
|     15907 |  222020.0 |
|     15908 |  222035.4 |
|     15909 |  222050.8 |
|     15910 |  222066.2 |
|     15911 |  222081.6 |
|     15912 |  222097.0 |
|     15913 |  222112.4 |
|     15914 |  222127.8 |
|     15915 |  222143.2 |
|     15916 |  222158.6 |
|     15917 |  222174.0 |
|     15918 |  222189.4 |
|     15919 |  222204.8 |
|     15920 |  222220.2 |
|     15921 |  222235.6 |
|     15922 |  222251.0 |
|     15923 |  222266.4 |
|     15924 |  222281.8 |
|     15925 |  222297.2 |
|     15926 |  222312.6 |
|     15927 |  222328.0 |
|     15928 |  222343.4 |
|     15929 |  222358.8 |
|     15930 |  222374.2 |
|     15931 |  222389.6 |
|     15932 |  222405.0 |
|     15933 |  222420.4 |
|     15934 |  222435.8 |
|     15935 |  222451.2 |
|     15936 |  222466.6 |
|     15937 |  222482.0 |
|     15938 |  222497.4 |
|     15939 |  222512.8 |
|     15940 |  222528.2 |
|     15941 |  222543.6 |
|     15942 |  222559.0 |
|     15943 |  222574.4 |
|     15944 |  222589.8 |
|     15945 |  222605.2 |
|     15946 |  222620.6 |
|     15947 |  222636.0 |
|     15948 |  222651.4 |
|     15949 |  222666.8 |
|     15950 |  222682.2 |
|     15951 |  222697.6 |
|     15952 |  222713.0 |
|     15953 |  222728.4 |
|     15954 |  222743.9 |
|     15955 |  222759.3 |
|     15956 |  222774.7 |
|     15957 |  222790.1 |
|     15958 |  222805.5 |
|     15959 |  222820.9 |
|     15960 |  222836.3 |
|     15961 |  222851.7 |
|     15962 |  222867.1 |
|     15963 |  222882.5 |
|     15964 |  222897.9 |
|     15965 |  222913.3 |
|     15966 |  222928.7 |
|     15967 |  222944.1 |
|     15968 |  222959.5 |
|     15969 |  222974.9 |
|     15970 |  222990.3 |
|     15971 |  223005.7 |
|     15972 |  223021.1 |
|     15973 |  223036.6 |
|     15974 |  223052.0 |
|     15975 |  223067.4 |
|     15976 |  223082.8 |
|     15977 |  223098.2 |
|     15978 |  223113.6 |
|     15979 |  223129.0 |
|     15980 |  223144.4 |
|     15981 |  223159.8 |
|     15982 |  223175.2 |
|     15983 |  223190.6 |
|     15984 |  223206.0 |
|     15985 |  223221.4 |
|     15986 |  223236.8 |
|     15987 |  223252.2 |
|     15988 |  223267.7 |
|     15989 |  223283.1 |
|     15990 |  223298.5 |
|     15991 |  223313.9 |
|     15992 |  223329.3 |
|     15993 |  223344.7 |
|     15994 |  223360.1 |
|     15995 |  223375.5 |
|     15996 |  223390.9 |
|     15997 |  223406.3 |
|     15998 |  223421.7 |
|     15999 |  223437.1 |
|     16000 |  223452.5 |
|     16001 |  223468.0 |
|     16002 |  223483.4 |
|     16003 |  223498.8 |
|     16004 |  223514.2 |
|     16005 |  223529.6 |
|     16006 |  223545.0 |
|     16007 |  223560.4 |
|     16008 |  223575.8 |
|     16009 |  223591.2 |
|     16010 |  223606.6 |
|     16011 |  223622.0 |
|     16012 |  223637.5 |
|     16013 |  223652.9 |
|     16014 |  223668.3 |
|     16015 |  223683.7 |
|     16016 |  223699.1 |
|     16017 |  223714.5 |
|     16018 |  223729.9 |
|     16019 |  223745.3 |
|     16020 |  223760.7 |
|     16021 |  223776.1 |
|     16022 |  223791.6 |
|     16023 |  223807.0 |
|     16024 |  223822.4 |
|     16025 |  223837.8 |
|     16026 |  223853.2 |
|     16027 |  223868.6 |
|     16028 |  223884.0 |
|     16029 |  223899.4 |
|     16030 |  223914.8 |
|     16031 |  223930.3 |
|     16032 |  223945.7 |
|     16033 |  223961.1 |
|     16034 |  223976.5 |
|     16035 |  223991.9 |
|     16036 |  224007.3 |
|     16037 |  224022.7 |
|     16038 |  224038.1 |
|     16039 |  224053.5 |
|     16040 |  224069.0 |
|     16041 |  224084.4 |
|     16042 |  224099.8 |
|     16043 |  224115.2 |
|     16044 |  224130.6 |
|     16045 |  224146.0 |
|     16046 |  224161.4 |
|     16047 |  224176.8 |
|     16048 |  224192.3 |
|     16049 |  224207.7 |
|     16050 |  224223.1 |
|     16051 |  224238.5 |
|     16052 |  224253.9 |
|     16053 |  224269.3 |
|     16054 |  224284.7 |
|     16055 |  224300.2 |
|     16056 |  224315.6 |
|     16057 |  224331.0 |
|     16058 |  224346.4 |
|     16059 |  224361.8 |
|     16060 |  224377.2 |
|     16061 |  224392.6 |
|     16062 |  224408.0 |
|     16063 |  224423.5 |
|     16064 |  224438.9 |
|     16065 |  224454.3 |
|     16066 |  224469.7 |
|     16067 |  224485.1 |
|     16068 |  224500.5 |
|     16069 |  224515.9 |
|     16070 |  224531.4 |
|     16071 |  224546.8 |
|     16072 |  224562.2 |
|     16073 |  224577.6 |
|     16074 |  224593.0 |
|     16075 |  224608.4 |
|     16076 |  224623.9 |
|     16077 |  224639.3 |
|     16078 |  224654.7 |
|     16079 |  224670.1 |
|     16080 |  224685.5 |
|     16081 |  224700.9 |
|     16082 |  224716.3 |
|     16083 |  224731.8 |
|     16084 |  224747.2 |
|     16085 |  224762.6 |
|     16086 |  224778.0 |
|     16087 |  224793.4 |
|     16088 |  224808.8 |
|     16089 |  224824.3 |
|     16090 |  224839.7 |
|     16091 |  224855.1 |
|     16092 |  224870.5 |
|     16093 |  224885.9 |
|     16094 |  224901.3 |
|     16095 |  224916.8 |
|     16096 |  224932.2 |
|     16097 |  224947.6 |
|     16098 |  224963.0 |
|     16099 |  224978.4 |
|     16100 |  224993.8 |
|     16101 |  225009.3 |
|     16102 |  225024.7 |
|     16103 |  225040.1 |
|     16104 |  225055.5 |
|     16105 |  225070.9 |
|     16106 |  225086.4 |
|     16107 |  225101.8 |
|     16108 |  225117.2 |
|     16109 |  225132.6 |
|     16110 |  225148.0 |
|     16111 |  225163.4 |
|     16112 |  225178.9 |
|     16113 |  225194.3 |
|     16114 |  225209.7 |
|     16115 |  225225.1 |
|     16116 |  225240.5 |
|     16117 |  225256.0 |
|     16118 |  225271.4 |
|     16119 |  225286.8 |
|     16120 |  225302.2 |
|     16121 |  225317.6 |
|     16122 |  225333.1 |
|     16123 |  225348.5 |
|     16124 |  225363.9 |
|     16125 |  225379.3 |
|     16126 |  225394.7 |
|     16127 |  225410.2 |
|     16128 |  225425.6 |
|     16129 |  225441.0 |
|     16130 |  225456.4 |
|     16131 |  225471.8 |
|     16132 |  225487.3 |
|     16133 |  225502.7 |
|     16134 |  225518.1 |
|     16135 |  225533.5 |
|     16136 |  225548.9 |
|     16137 |  225564.4 |
|     16138 |  225579.8 |
|     16139 |  225595.2 |
|     16140 |  225610.6 |
|     16141 |  225626.0 |
|     16142 |  225641.5 |
|     16143 |  225656.9 |
|     16144 |  225672.3 |
|     16145 |  225687.7 |
|     16146 |  225703.1 |
|     16147 |  225718.6 |
|     16148 |  225734.0 |
|     16149 |  225749.4 |
|     16150 |  225764.8 |
|     16151 |  225780.3 |
|     16152 |  225795.7 |
|     16153 |  225811.1 |
|     16154 |  225826.5 |
|     16155 |  225841.9 |
|     16156 |  225857.4 |
|     16157 |  225872.8 |
|     16158 |  225888.2 |
|     16159 |  225903.6 |
|     16160 |  225919.1 |
|     16161 |  225934.5 |
|     16162 |  225949.9 |
|     16163 |  225965.3 |
|     16164 |  225980.7 |
|     16165 |  225996.2 |
|     16166 |  226011.6 |
|     16167 |  226027.0 |
|     16168 |  226042.4 |
|     16169 |  226057.9 |
|     16170 |  226073.3 |
|     16171 |  226088.7 |
|     16172 |  226104.1 |
|     16173 |  226119.6 |
|     16174 |  226135.0 |
|     16175 |  226150.4 |
|     16176 |  226165.8 |
|     16177 |  226181.3 |
|     16178 |  226196.7 |
|     16179 |  226212.1 |
|     16180 |  226227.5 |
|     16181 |  226243.0 |
|     16182 |  226258.4 |
|     16183 |  226273.8 |
|     16184 |  226289.2 |
|     16185 |  226304.7 |
|     16186 |  226320.1 |
|     16187 |  226335.5 |
|     16188 |  226350.9 |
|     16189 |  226366.4 |
|     16190 |  226381.8 |
|     16191 |  226397.2 |
|     16192 |  226412.6 |
|     16193 |  226428.1 |
|     16194 |  226443.5 |
|     16195 |  226458.9 |
|     16196 |  226474.3 |
|     16197 |  226489.8 |
|     16198 |  226505.2 |
|     16199 |  226520.6 |
|     16200 |  226536.0 |
|     16201 |  226551.5 |
|     16202 |  226566.9 |
|     16203 |  226582.3 |
|     16204 |  226597.7 |
|     16205 |  226613.2 |
|     16206 |  226628.6 |
|     16207 |  226644.0 |
|     16208 |  226659.5 |
|     16209 |  226674.9 |
|     16210 |  226690.3 |
|     16211 |  226705.7 |
|     16212 |  226721.2 |
|     16213 |  226736.6 |
|     16214 |  226752.0 |
|     16215 |  226767.4 |
|     16216 |  226782.9 |
|     16217 |  226798.3 |
|     16218 |  226813.7 |
|     16219 |  226829.2 |
|     16220 |  226844.6 |
|     16221 |  226860.0 |
|     16222 |  226875.4 |
|     16223 |  226890.9 |
|     16224 |  226906.3 |
|     16225 |  226921.7 |
|     16226 |  226937.2 |
|     16227 |  226952.6 |
|     16228 |  226968.0 |
|     16229 |  226983.4 |
|     16230 |  226998.9 |
|     16231 |  227014.3 |
|     16232 |  227029.7 |
|     16233 |  227045.2 |
|     16234 |  227060.6 |
|     16235 |  227076.0 |
|     16236 |  227091.4 |
|     16237 |  227106.9 |
|     16238 |  227122.3 |
|     16239 |  227137.7 |
|     16240 |  227153.2 |
|     16241 |  227168.6 |
|     16242 |  227184.0 |
|     16243 |  227199.5 |
|     16244 |  227214.9 |
|     16245 |  227230.3 |
|     16246 |  227245.7 |
|     16247 |  227261.2 |
|     16248 |  227276.6 |
|     16249 |  227292.0 |
|     16250 |  227307.5 |
|     16251 |  227322.9 |
|     16252 |  227338.3 |
|     16253 |  227353.8 |
|     16254 |  227369.2 |
|     16255 |  227384.6 |
|     16256 |  227400.1 |
|     16257 |  227415.5 |
|     16258 |  227430.9 |
|     16259 |  227446.4 |
|     16260 |  227461.8 |
|     16261 |  227477.2 |
|     16262 |  227492.6 |
|     16263 |  227508.1 |
|     16264 |  227523.5 |
|     16265 |  227538.9 |
|     16266 |  227554.4 |
|     16267 |  227569.8 |
|     16268 |  227585.2 |
|     16269 |  227600.7 |
|     16270 |  227616.1 |
|     16271 |  227631.5 |
|     16272 |  227647.0 |
|     16273 |  227662.4 |
|     16274 |  227677.8 |
|     16275 |  227693.3 |
|     16276 |  227708.7 |
|     16277 |  227724.1 |
|     16278 |  227739.6 |
|     16279 |  227755.0 |
|     16280 |  227770.4 |
|     16281 |  227785.9 |
|     16282 |  227801.3 |
|     16283 |  227816.7 |
|     16284 |  227832.2 |
|     16285 |  227847.6 |
|     16286 |  227863.0 |
|     16287 |  227878.5 |
|     16288 |  227893.9 |
|     16289 |  227909.3 |
|     16290 |  227924.8 |
|     16291 |  227940.2 |
|     16292 |  227955.6 |
|     16293 |  227971.1 |
|     16294 |  227986.5 |
|     16295 |  228001.9 |
|     16296 |  228017.4 |
|     16297 |  228032.8 |
|     16298 |  228048.3 |
|     16299 |  228063.7 |
|     16300 |  228079.1 |
|     16301 |  228094.6 |
|     16302 |  228110.0 |
|     16303 |  228125.4 |
|     16304 |  228140.9 |
|     16305 |  228156.3 |
|     16306 |  228171.7 |
|     16307 |  228187.2 |
|     16308 |  228202.6 |
|     16309 |  228218.0 |
|     16310 |  228233.5 |
|     16311 |  228248.9 |
|     16312 |  228264.4 |
|     16313 |  228279.8 |
|     16314 |  228295.2 |
|     16315 |  228310.7 |
|     16316 |  228326.1 |
|     16317 |  228341.5 |
|     16318 |  228357.0 |
|     16319 |  228372.4 |
|     16320 |  228387.8 |
|     16321 |  228403.3 |
|     16322 |  228418.7 |
|     16323 |  228434.2 |
|     16324 |  228449.6 |
|     16325 |  228465.0 |
|     16326 |  228480.5 |
|     16327 |  228495.9 |
|     16328 |  228511.3 |
|     16329 |  228526.8 |
|     16330 |  228542.2 |
|     16331 |  228557.7 |
|     16332 |  228573.1 |
|     16333 |  228588.5 |
|     16334 |  228604.0 |
|     16335 |  228619.4 |
|     16336 |  228634.9 |
|     16337 |  228650.3 |
|     16338 |  228665.7 |
|     16339 |  228681.2 |
|     16340 |  228696.6 |
|     16341 |  228712.0 |
|     16342 |  228727.5 |
|     16343 |  228742.9 |
|     16344 |  228758.4 |
|     16345 |  228773.8 |
